"","EmployeeId","FormSectionTitle","CompetencyModel","ReviewTaskTitle","StepTitle","CompetencyName","CompetencyItem","CompetencyRating","CompetencyItemRating"
"15",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","III: Exemplars",4.5,4
"16",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","III: Exemplars",4.375,4
"17",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","IV: Writing &amp; Speaking",4.5,5
"18",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","IV: Writing &amp; Speaking",4.375,5
"19",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","V: Student Supports",4.5,5
"20",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","V: Student Supports",4.375,4
"21",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VI: Plan for Struggle",4.5,5
"22",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VI: Plan for Struggle",4.375,4
"23",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VII: Plan for Feedback",4.5,4
"24",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VII: Plan for Feedback",4.375,4
"25",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VIII: Data-Based Customizations",4.5,4
"26",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VIII: Data-Based Customizations",4.375,5
"27",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 2: CULTURE","I: Classroom Routines &amp; Procedures",4.2857,5
"28",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","I: Classroom Routines &amp; Procedures",3.8571,4
"29",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 2: CULTURE","II: Behavioral Expectations",4.2857,5
"30",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","II: Behavioral Expectations",3.8571,4
"31",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 2: CULTURE","III: Maximize Learning Time",4.2857,4
"32",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","III: Maximize Learning Time",3.8571,4
"33",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 2: CULTURE","IV: Culture of Joy",4.2857,4
"34",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","IV: Culture of Joy",3.8571,3
"35",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 2: CULTURE","V: Response to Behavior",4.2857,4
"36",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","V: Response to Behavior",3.8571,4
"37",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 2: CULTURE","VI: Sense of Belonging",4.2857,4
"38",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","VI: Sense of Belonging",3.8571,4
"39",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 2: CULTURE","VII: Physical Environment",4.2857,4
"40",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","VII: Physical Environment",3.8571,4
"41",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 3: OWNERSHIP","I: Teacher Releases Thinking",4.5,5
"42",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","I: Teacher Releases Thinking",4.25,5
"43",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 3: OWNERSHIP","II: Students Complete Work",4.5,4
"44",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","II: Students Complete Work",4.25,4
"45",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 3: OWNERSHIP","III: Students Provide Evidence",4.5,5
"46",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","III: Students Provide Evidence",4.25,4
"47",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 3: OWNERSHIP","IV: Students Respond to Peers",4.5,4
"48",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","IV: Students Respond to Peers",4.25,4
"49",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 4: USING DATA","I: Students Receive Feedback",4,4
"50",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","I: Students Receive Feedback",4,4
"51",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 4: USING DATA","II: Data-Based Adjustments",4,4
"52",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","II: Data-Based Adjustments",4,4
"53",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 4: USING DATA","III: Impact of Adjustments",4,4
"54",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","III: Impact of Adjustments",4,4
"55",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 4: USING DATA","IV: Students Track Progress",4,4
"56",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","IV: Students Track Progress",4,4
"57",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 5: BEYOND THE LESSON","I: Honest &amp; Ethical Behaviors",4.5,5
"58",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","I: Honest &amp; Ethical Behaviors",4.1667,5
"59",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 5: BEYOND THE LESSON","II: Documented Supports",4.5,4
"60",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","II: Documented Supports",4.1667,4
"61",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 5: BEYOND THE LESSON","III: Campus Participation",4.5,5
"62",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","III: Campus Participation",4.1667,4
"63",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 5: BEYOND THE LESSON","IV: Feedback Implemented",4.5,4
"64",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","IV: Feedback Implemented",4.1667,4
"65",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 5: BEYOND THE LESSON","V: Graded Work",4.5,4
"66",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","V: Graded Work",4.1667,4
"67",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","Guidepost 5: BEYOND THE LESSON","VI: Invested Families",4.5,5
"68",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","VI: Invested Families",4.1667,4
"69",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","IDEA Core Values","We Achieve Academic Excellence: We believe ensuring college success for 100% of our students is the best way to help them succeed in life and in seeing obstacles they face as opportunities for learning and growth. Every member of the IDEA Team &amp; Family works together to ensure each student on every campus and in every classroom receives a high-quality education.",5,5
"70",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Achieve Academic Excellence: We believe ensuring college success for 100% of our students is the best way to help them succeed in life and in seeing obstacles they face as opportunities for learning and growth. Every member of the IDEA Team &amp; Family works together to ensure each student on every campus and in every classroom receives a high-quality education.",4.5714,5
"71",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","IDEA Core Values","We Act with Integrity: We put the best interests of the IDEA Team &amp; Family—and most importantly our students—at the forefront of all our decisions and actions, taking personal responsibility to model the honest and ethical behavior we want our students and each other to demonstrate every day.",5,5
"72",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Act with Integrity: We put the best interests of the IDEA Team &amp; Family—and most importantly our students—at the forefront of all our decisions and actions, taking personal responsibility to model the honest and ethical behavior we want our students and each other to demonstrate every day.",4.5714,5
"73",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","IDEA Core Values","We Bring Joy: We create a positive, uplifting, and joyful environment for every member of the IDEA Team &amp; Family, every single day. We operate with a sense of optimism, and our traditions celebrate learning, growth, and the accomplishments of our students, staff, and community.",5,5
"74",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Bring Joy: We create a positive, uplifting, and joyful environment for every member of the IDEA Team &amp; Family, every single day. We operate with a sense of optimism, and our traditions celebrate learning, growth, and the accomplishments of our students, staff, and community.",4.5714,4
"75",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","IDEA Core Values","We Build Team &amp; Family: We foster a sense of belonging and inclusivity by treating every member of the IDEA Team &amp; Family—our students, staff, families, and community—with compassion, respect, and humility. We maximize our individual best efforts through collaboration and support of each other in the focused pursuit of our collective mission",5,5
"76",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Build Team &amp; Family: We foster a sense of belonging and inclusivity by treating every member of the IDEA Team &amp; Family—our students, staff, families, and community—with compassion, respect, and humility. We maximize our individual best efforts through collaboration and support of each other in the focused pursuit of our collective mission",4.5714,4
"77",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","IDEA Core Values","We Deliver Results: We set ambitious goals, hold ourselves and each other accountable for achieving results, and believe that our students will succeed to and through college. Our results show what’s possible when the adults in the system get it right and represent the collective effort and focus of the entire IDEA Team &amp; Family.",5,5
"78",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Deliver Results: We set ambitious goals, hold ourselves and each other accountable for achieving results, and believe that our students will succeed to and through college. Our results show what’s possible when the adults in the system get it right and represent the collective effort and focus of the entire IDEA Team &amp; Family.",4.5714,5
"79",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","IDEA Core Values","We Ensure Equity: We set high expectations and share compassion and empathy for every member of the IDEA Team &amp; Family. We differentiate our support and resources, proactively address racism and discrimination, and advocate alongside our students and staff to empower them with the opportunities to succeed and ensure the respect they deserve.",5,5
"80",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Ensure Equity: We set high expectations and share compassion and empathy for every member of the IDEA Team &amp; Family. We differentiate our support and resources, proactively address racism and discrimination, and advocate alongside our students and staff to empower them with the opportunities to succeed and ensure the respect they deserve.",4.5714,4
"81",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Self Review","IDEA Core Values","We Sweat the Small Stuff: We embrace that achieving excellence lies in paying attention to and carrying out the details—the ‘small stuff’—that go into effective execution and positive implementation. Every step of the way, the IDEA Team &amp; Family prioritizes actions contributing to our mission of College for All.",5,5
"82",61028,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Sweat the Small Stuff: We embrace that achieving excellence lies in paying attention to and carrying out the details—the ‘small stuff’—that go into effective execution and positive implementation. Every step of the way, the IDEA Team &amp; Family prioritizes actions contributing to our mission of College for All.",4.5714,5
"83",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1A: UNIT/MODULE PLANNING","I: Unit Scope",4.6,5
"84",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1A: UNIT/MODULE PLANNING","II: Grade-Level Mastery",4.6,5
"85",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1A: UNIT/MODULE PLANNING","III: Unit Sequence",4.6,4
"86",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1A: UNIT/MODULE PLANNING","IV: Plan for Misconceptions",4.6,4
"87",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1A: UNIT/MODULE PLANNING","V: Unit Customization",4.6,5
"88",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","I: Smart Objectives",4.625,4
"89",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","II: Lesson Assessment",4.625,5
"90",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","III: Exemplars",4.625,4
"91",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","IV: Writing &amp; Speaking",4.625,5
"92",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","V: Student Supports",4.625,5
"93",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VI: Plan for Struggle",4.625,5
"94",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VII: Plan for Feedback",4.625,4
"95",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 1B: LESSON INTERNALIZATION/PLANNING","VIII: Data-Based Customizations",4.625,5
"96",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","I: Classroom Routines &amp; Procedures",4.8571,5
"97",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","II: Behavioral Expectations",4.8571,5
"98",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","III: Maximize Learning Time",4.8571,5
"99",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","IV: Culture of Joy",4.8571,5
"100",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","V: Response to Behavior",4.8571,5
"101",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","VI: Sense of Belonging",4.8571,5
"102",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 2: CULTURE","VII: Physical Environment",4.8571,4
"103",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","I: Teacher Releases Thinking",5,5
"104",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","II: Students Complete Work",5,5
"105",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","III: Students Provide Evidence",5,5
"106",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 3: OWNERSHIP","IV: Students Respond to Peers",5,5
"107",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","I: Students Receive Feedback",4.5,5
"108",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","II: Data-Based Adjustments",4.5,4
"109",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","III: Impact of Adjustments",4.5,4
"110",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 4: USING DATA","IV: Students Track Progress",4.5,5
"111",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","I: Honest &amp; Ethical Behaviors",5,5
"112",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","II: Documented Supports",5,5
"113",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","III: Campus Participation",5,5
"114",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","IV: Feedback Implemented",5,5
"115",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","V: Graded Work",5,5
"116",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","Guidepost 5: BEYOND THE LESSON","VI: Invested Families",5,5
"117",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Achieve Academic Excellence: We believe ensuring college success for 100% of our students is the best way to help them succeed in life and in seeing obstacles they face as opportunities for learning and growth. Every member of the IDEA Team &amp; Family works together to ensure each student on every campus and in every classroom receives a high-quality education.",4.8571,5
"118",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Act with Integrity: We put the best interests of the IDEA Team &amp; Family—and most importantly our students—at the forefront of all our decisions and actions, taking personal responsibility to model the honest and ethical behavior we want our students and each other to demonstrate every day.",4.8571,5
"119",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Bring Joy: We create a positive, uplifting, and joyful environment for every member of the IDEA Team &amp; Family, every single day. We operate with a sense of optimism, and our traditions celebrate learning, growth, and the accomplishments of our students, staff, and community.",4.8571,5
"120",18298,"2023-24 APR Part 4: Competency Assessment Ratings","23-24 GET Rubric Revised","2023-24 APR Teacher TX","Manager Review","IDEA Core Values","We Build Team &amp; Family: We foster a sense of belonging and inclusivity by treating every member of the IDEA Team &amp; Family—our students, staff, families, and community—with compassion, respect, and humility. We maximize our individual best efforts through collaboration and support of each other in the focused pursuit of our collective mission",4.8571,5
