Academic Year,State,Area,Region,School,Grade Level,Student Number,Class Year,Class Cohort,Test Date,Grade Level Taken,English,Mathematics,Reading,Science,Composite,Writing,STEM,ELA,Exam Number,Highest Composite,Highest English,Highest Mathematics,Highest Reading,Highest Science,Growth Previous Exam,Number Exams Taken,Tier,Meets 21
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076301,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108112230,2025,Juniors,4/1/2023,10,20,16,14,18,17,,17,,1,18,22,17,18,19,,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108112230,2025,Juniors,10/1/2023,11,15,16,18,19,17,5,18,15,2,18,22,17,18,19,0,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108112230,2025,Juniors,2/1/2024,11,22,17,15,17,18,5,17,16,3,18,22,17,18,19,1,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108085736,2025,Juniors,10/1/2023,11,8,14,16,11,12,2,13,8,1,12,11,14,16,11,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108085736,2025,Juniors,2/1/2024,11,11,14,11,9,11,2,12,8,2,12,11,14,16,11,-1,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108152792,2025,Juniors,4/1/2023,10,21,18,20,19,20,7,19,20,1,20,21,22,20,22,,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108152792,2025,Juniors,10/1/2023,11,19,22,15,22,20,7,22,17,2,20,21,22,20,22,0,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108152792,2025,Juniors,2/1/2024,11,21,17,14,16,17,5,17,16,3,20,21,22,20,22,-3,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108153765,2025,Juniors,10/1/2022,11,7,14,9,11,10,3,13,6,1,10,7,14,11,11,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108153765,2025,Juniors,10/1/2023,11,2,7,11,3,6,2,5,5,2,10,7,14,11,11,-4,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108081601,2025,Juniors,4/1/2023,10,14,14,15,15,15,6,15,15,1,19,20,20,15,22,,2,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108081601,2025,Juniors,10/1/2023,11,20,20,15,22,19,6,21,17,2,19,20,20,15,22,4,2,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076345,2025,Juniors,4/1/2023,10,15,16,16,18,16,6,17,15,1,16,15,20,16,18,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076345,2025,Juniors,10/1/2023,11,11,20,13,15,15,8,18,15,2,16,15,20,16,18,-1,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076299,2025,Juniors,4/1/2023,10,14,14,8,14,13,4,14,11,1,19,20,16,20,21,,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076299,2025,Juniors,10/1/2023,11,15,16,20,19,18,5,18,15,2,19,20,16,20,21,5,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076299,2025,Juniors,2/1/2024,11,20,16,20,21,19,6,19,18,3,19,20,16,20,21,1,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108111877,2025,Juniors,4/1/2023,10,18,15,14,13,15,6,14,16,1,18,18,16,20,17,,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108111877,2025,Juniors,10/1/2023,11,18,15,20,17,18,5,16,16,2,18,18,16,20,17,3,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108111877,2025,Juniors,2/1/2024,11,14,16,18,17,16,6,17,16,3,18,18,16,20,17,-2,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108028136,2025,Juniors,4/1/2023,10,17,17,16,23,18,4,20,14,1,22,23,25,22,23,,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108028136,2025,Juniors,10/1/2023,11,21,23,22,23,22,6,23,19,2,22,23,25,22,23,4,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108028136,2025,Juniors,2/1/2024,11,15,18,18,19,18,6,19,16,3,22,23,25,22,23,-4,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108028136,2025,Juniors,4/1/2024,11,23,25,21,20,22,6,23,19,4,22,23,25,22,23,4,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076347,2025,Juniors,10/1/2023,11,23,19,20,21,21,8,20,22,1,22,23,19,27,22,,2,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076347,2025,Juniors,2/1/2024,11,22,18,27,22,22,7,20,23,2,22,23,19,27,22,1,2,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076316,2025,Juniors,4/1/2023,10,13,18,14,14,15,6,16,14,1,15,13,18,18,17,,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076316,2025,Juniors,10/1/2023,11,12,16,12,15,14,6,16,13,2,15,13,18,18,17,-1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076316,2025,Juniors,4/1/2024,11,8,17,18,17,15,,17,,3,15,13,18,18,17,1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108100752,2025,Juniors,4/1/2023,10,14,15,16,16,15,6,16,15,1,18,16,17,19,19,,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108100752,2025,Juniors,6/1/2023,10,16,17,19,19,18,7,18,18,2,18,16,17,19,19,3,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108100752,2025,Juniors,2/1/2024,11,15,16,19,19,17,8,18,18,3,18,16,17,19,19,-1,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076305,2025,Juniors,10/1/2023,11,13,16,16,20,16,6,18,15,1,17,19,16,18,20,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076305,2025,Juniors,2/1/2024,11,19,16,18,16,17,6,16,18,2,17,19,16,18,20,1,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108164334,2025,Juniors,6/1/2023,10,7,13,11,17,12,4,15,9,1,16,16,16,16,17,,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108164334,2025,Juniors,10/1/2023,11,11,15,10,14,13,8,15,14,2,16,16,16,16,17,1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108164334,2025,Juniors,4/1/2024,11,16,16,16,16,16,5,16,14,3,16,16,16,16,17,3,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076392,2025,Juniors,4/1/2023,10,10,14,10,12,12,6,13,12,1,13,10,14,13,16,,4,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076392,2025,Juniors,10/1/2023,11,10,12,12,12,12,4,12,10,2,13,10,14,13,16,0,4,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076392,2025,Juniors,2/1/2024,11,8,14,6,16,11,4,15,8,3,13,10,14,13,16,-1,4,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076392,2025,Juniors,4/1/2024,11,9,14,13,15,13,5,15,11,4,13,10,14,13,16,2,4,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108188021,2025,Juniors,10/1/2023,11,14,16,17,18,16,4,17,13,1,16,14,16,17,18,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108188021,2025,Juniors,2/1/2024,11,,13,13,10,,3,12,,2,16,14,16,17,18,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076308,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076348,2025,Juniors,4/1/2023,10,19,22,18,22,20,6,22,18,1,21,22,24,19,24,,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076348,2025,Juniors,6/1/2023,10,17,19,18,19,18,7,19,18,2,21,22,24,19,24,-2,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076348,2025,Juniors,10/1/2023,11,20,22,19,24,21,6,23,18,3,21,22,24,19,24,3,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076348,2025,Juniors,2/1/2024,11,20,18,17,20,19,8,19,19,4,21,22,24,19,24,-2,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076348,2025,Juniors,4/1/2024,11,22,24,18,19,21,6,22,19,5,21,22,24,19,24,2,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076309,2025,Juniors,4/1/2023,10,17,18,20,21,19,5,20,16,1,22,20,24,21,25,,3,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076309,2025,Juniors,10/1/2023,11,20,19,21,25,21,6,22,19,2,22,20,24,21,25,2,3,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076309,2025,Juniors,2/1/2024,11,19,24,20,23,22,4,24,16,3,22,20,24,21,25,1,3,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108254231,2025,Juniors,10/1/2023,11,9,14,13,11,12,,13,,1,12,9,14,13,11,,1,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076318,2025,Juniors,10/1/2023,11,11,15,12,11,12,4,13,10,1,15,13,15,14,16,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076318,2025,Juniors,2/1/2024,11,13,15,14,16,15,6,16,14,2,15,13,15,14,16,3,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076321,2025,Juniors,4/1/2023,10,20,17,18,17,18,6,17,18,1,21,20,25,18,21,,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076321,2025,Juniors,6/1/2023,10,20,18,16,17,18,5,18,16,2,21,20,25,18,21,0,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076321,2025,Juniors,10/1/2023,11,20,25,18,21,21,6,23,18,3,21,20,25,18,21,3,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076321,2025,Juniors,2/1/2024,11,19,19,18,19,19,7,19,19,4,21,20,25,18,21,-2,4,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108084074,2025,Juniors,4/1/2023,10,15,16,18,16,16,6,16,17,1,19,17,18,23,19,,2,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108084074,2025,Juniors,10/1/2023,11,17,18,23,19,19,7,19,20,2,19,17,18,23,19,3,2,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076306,2025,Juniors,4/1/2023,10,10,20,15,18,16,,19,,1,17,14,20,16,21,,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076306,2025,Juniors,10/1/2023,11,14,18,16,21,17,5,20,14,2,17,14,20,16,21,1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076306,2025,Juniors,2/1/2024,11,9,16,15,17,14,6,17,13,3,17,14,20,16,21,-3,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076350,2025,Juniors,6/1/2023,10,9,16,11,15,13,2,16,7,1,14,12,16,13,17,,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076350,2025,Juniors,10/1/2023,11,10,14,13,17,14,,16,,2,14,12,16,13,17,1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076350,2025,Juniors,2/1/2024,11,12,15,11,12,13,3,14,10,3,14,12,16,13,17,-1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076386,2025,Juniors,4/1/2023,10,20,18,17,22,19,8,20,20,1,19,20,20,23,22,,4,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076386,2025,Juniors,6/1/2023,10,18,17,21,15,18,8,16,21,2,19,20,20,23,22,-1,4,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076386,2025,Juniors,10/1/2023,11,14,16,23,21,19,7,19,18,3,19,20,20,23,22,1,4,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076386,2025,Juniors,2/1/2024,11,19,20,20,18,19,6,19,19,4,19,20,20,23,22,0,4,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108077352,2025,Juniors,4/1/2023,10,32,23,32,31,30,6,27,27,1,30,33,25,33,31,,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108077352,2025,Juniors,10/1/2023,11,33,25,33,25,29,6,25,27,2,30,33,25,33,31,-1,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108077352,2025,Juniors,2/1/2024,11,33,22,30,27,28,4,25,24,3,30,33,25,33,31,-1,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076380,2025,Juniors,10/1/2023,11,8,14,12,14,12,7,14,13,1,12,8,14,12,14,,1,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108046071,2025,Juniors,10/1/2023,11,9,14,14,3,10,,9,,1,10,9,14,14,3,,1,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108093510,2025,Juniors,4/1/2023,10,13,18,23,28,21,2,23,13,1,21,13,18,23,28,,2,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108093510,2025,Juniors,10/1/2023,11,11,14,13,15,13,6,15,13,2,21,13,18,23,28,-8,2,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108054251,2025,Juniors,4/1/2023,10,23,23,24,18,22,5,21,20,1,25,28,25,32,23,,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108054251,2025,Juniors,6/1/2023,10,28,21,27,19,24,6,20,24,2,25,28,25,32,23,2,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108054251,2025,Juniors,10/1/2023,11,24,23,29,22,25,5,23,22,3,25,28,25,32,23,1,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108054251,2025,Juniors,2/1/2024,11,24,18,32,21,24,6,20,24,4,25,28,25,32,23,-1,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108054251,2025,Juniors,4/1/2024,11,26,25,25,23,25,5,24,21,5,25,28,25,32,23,1,5,2,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076310,2025,Juniors,4/1/2023,10,24,25,28,23,25,6,24,23,1,27,26,26,30,28,,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076310,2025,Juniors,10/1/2023,11,25,26,30,28,27,5,27,22,2,27,26,26,30,28,2,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076310,2025,Juniors,2/1/2024,11,26,24,25,26,25,6,25,22,3,27,26,26,30,28,-2,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108258027,2025,Juniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076349,2025,Juniors,4/1/2023,10,14,15,16,17,16,6,16,15,1,18,14,16,22,19,,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076349,2025,Juniors,10/1/2023,11,14,16,22,19,18,6,18,17,2,18,14,16,22,19,2,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076349,2025,Juniors,2/1/2024,11,14,16,11,18,15,6,17,14,3,18,14,16,22,19,-3,3,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108254030,2025,Juniors,10/1/2023,11,10,15,11,17,13,8,16,15,1,13,10,15,11,17,,1,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076312,2025,Juniors,4/1/2023,10,11,15,14,16,14,6,16,14,1,15,15,15,14,19,,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076312,2025,Juniors,10/1/2023,11,15,14,13,17,15,5,16,13,2,15,15,15,14,19,1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076312,2025,Juniors,2/1/2024,11,12,14,11,19,14,6,17,12,3,15,15,15,14,19,-1,3,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076373,2025,Juniors,4/1/2023,10,26,27,25,33,28,8,30,25,1,29,27,31,29,33,,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076373,2025,Juniors,10/1/2023,11,25,27,29,29,28,7,28,24,2,29,27,31,29,33,0,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076373,2025,Juniors,2/1/2024,11,27,31,26,30,29,6,31,23,3,29,27,31,29,33,1,3,1,1
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076331,2025,Juniors,4/1/2023,10,12,14,14,18,15,6,16,14,1,15,12,15,16,18,,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,11,108076331,2025,Juniors,10/1/2023,11,11,15,16,14,14,4,15,12,2,15,12,15,16,18,-1,2,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097818,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108169148,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108218371,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099413,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108184795,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097809,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097828,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097844,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108251727,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097891,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108234178,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108093272,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097886,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108093482,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097821,2026,Sophomores,6/1/2023,9,13,16,19,18,17,6,17,16,1,17,13,16,19,18,,1,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099958,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108184792,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108204308,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097811,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097861,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099409,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108084058,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108203176,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108154533,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108093366,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097893,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108243092,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097827,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097872,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108088104,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099734,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108093459,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097817,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097874,2026,Sophomores,6/1/2023,9,17,16,23,15,18,6,16,19,1,18,17,16,23,15,,1,3,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108195428,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108098283,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097839,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097849,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108221847,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108204691,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108159858,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108176207,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099415,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097868,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097833,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108124375,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097883,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108045960,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108249206,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097889,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108101781,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097860,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097840,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108184791,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108158605,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097857,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097822,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097882,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097892,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108093475,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108222642,2026,Sophomores,10/1/2023,11,14,15,13,19,15,4,17,12,1,15,14,15,13,19,,1,4,0
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099419,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097851,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108117726,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097870,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108197868,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108068274,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108138329,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099733,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108101866,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108175707,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097831,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108237772,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108100615,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108099731,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108097877,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Brackenridge,10,108106007,2026,Sophomores,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,San Antonio,Burke,10,108099113,2026,Sophomores,4/1/2024,10,22,15,19,23,20,,19,,1,20,22,15,19,23,,1,3,0
2023-2024,TX,Central Texas,San Antonio,Burke,10,108090430,2026,Sophomores,4/1/2024,10,19,18,18,18,18,,18,,1,18,19,18,18,18,,1,3,0
