"SchoolYear","NCES_District_ID","EmployeeID","CourseID","CourseName","SubjectArea","CourseSectionID","StudentID"
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352227,108196783
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108088014
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108089749
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108101540
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108042832
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042833
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042835
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108042836
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108042838
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108042847
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108104955
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108109609
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108109733
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042865
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042866
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042870
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042875
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352228,108042878
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108110540
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108110699
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108111079
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042882
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108116263
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108042909
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042916
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042917
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108042922
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108042928
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108042930
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108158704
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108042932
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042940
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108043099
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108043152
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108043368
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108161569
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108161940
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108056317
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108035264
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108043408
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108044011
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108044077
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108045776
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108164695
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108077100
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042894
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108110882
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042912
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352228,108042927
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042906
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042924
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108188444
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108109741
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042939
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108047080
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108045777
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108043644
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042899
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108188392
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108162028
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042942
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108188445
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108183841
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108183821
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108156085
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108162027
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-351924,108183812
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108122468
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108138030
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042872
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042886
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108235952
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233648
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108042867
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108233647
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108171667
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108171667
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108057157
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108153490
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352228,108153490
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108234437
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108236887
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108240605
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108240602
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352228,108188592
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108239830
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108239830
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108123840
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108233638
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352227,108035263
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108035258
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233642
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233645
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233643
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233644
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108240603
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108239008
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108233654
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108233649
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108078871
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-351924,108234457
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108057154
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108109692
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352228,108109236
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108238389
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108035556
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233651
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108243909
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108237649
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108244629
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-351924,108244629
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108138209
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108248122
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108248123
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-352228,108042904
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108234457
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108042904
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233654
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108105028
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108035263
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352228,108191707
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",-351924,108109236
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108251509
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352226,108042878
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108251509
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108253827
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",-351923,108036296
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108233638
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108236887
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",351924,108240605
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108191810
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108206127
"2023-2024",108807011,"61028","xPAP0301020","Pre-AP Biology","SC",351923,108233798
"2023-2024",108807011,"61028","xPAP0304000","Pre-AP Chemistry","SC",352227,108113009
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108179113
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075556
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108237607
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108230804
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108230826
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337772,108075584
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337772,108236034
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108076939
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108082116
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108114047
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075504
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075524
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075526
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075531
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075533
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075546
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075555
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075557
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075568
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075573
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075575
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075579
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075604
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108060558
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108060984
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108081577
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108086660
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337772,108101837
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108117688
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108120916
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108121228
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108121637
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108159005
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337772,108179098
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108195508
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075345
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075350
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075492
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075495
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075497
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075502
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075516
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075519
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075528
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075541
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075544
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075551
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075558
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075576
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108060990
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108086687
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108089761
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108093416
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108102962
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108116774
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108122576
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108179113
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075556
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108237607
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108230804
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108230826
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337775,108075584
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337775,108236034
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108076939
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108082116
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108114047
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075345
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075350
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075492
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075495
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075497
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075502
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075516
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075519
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075528
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075541
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075544
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075551
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075558
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075576
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108060990
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108086687
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108089761
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108093416
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108102962
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108116774
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108122576
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108186981
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075504
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075524
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075526
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075531
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075533
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075546
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075555
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075557
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075568
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075573
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075575
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075579
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075604
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108060558
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108060984
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108081577
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108086660
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337775,108101837
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108117688
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108120916
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108121228
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108121637
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108159005
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337775,108179098
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108195508
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108186981
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337771,108240354
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337773,108240354
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108230785
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108230785
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108087927
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108087927
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108089756
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108089756
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337772,108179105
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337775,108179105
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337772,108075522
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337775,108075522
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075536
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075536
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075577
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075577
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108075545
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108075545
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108150385
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108150385
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108240354
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108240354
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108075507
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108075507
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108197518
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108197518
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337772,108101082
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337775,108101082
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",-337772,108234788
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",-337775,108234788
"2023-2024",108807108,"18298","x02630040","English Language Arts, Grade 4","ELA",337771,108101837
"2023-2024",108807108,"18298","x806005WR","Writing, Grade 4","LC",337773,108101837
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108090146
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108090153
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108090154
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108091508
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108091531
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",-344670,108100497
"2023-2024",109907009,"90917","xADV0280000","Advanced English Language Arts, Grade 6","ELA",344670,108102156
